id,hotel_name,address,Latitude,Longitude,price_range,関連サイト,charger_type,charger_count,出力,最大電流値,種別,充電課金,駐車料金,連絡・申込,事前予約,メーカー,認証,備考,image_url,affiliate_url,lat_lng
559,ゆるり奥日光 with DOGS  /  (株)リロバケーションズ,栃木県日光市湯元2548,36.8061505,139.4244664,"3,000円〜（消費税込3,300円〜）",https://yururi-okunikko.com/,普通/急速,4台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】どなたでも利用可能・宿泊者は事前にホテルまでご相談いただければ優先的に確保します・ 宿泊者以外は利用時フロントまでお声掛け下さい・宿泊利用の場合のみ22時~翌8時利用可
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=195988,https://travel.rakuten.co.jp/HOTEL/195988/195988.html,"36.8061505,36.8061505"
560,やぐるま荘,福岡県朝倉市杷木久喜宮1890-1,33.3516847,130.7828316,-,https://yaguruma.main.jp/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】宿泊者優先・充電開始後にフロントへお声掛け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=56824,https://travel.rakuten.co.jp/HOTEL/56824/56824.html,"33.3516847,33.3516847"
561,ソット ディエトロ,島根県浜田市高佐町683-1,34.9060657,132.1200219,,https://www.sottodietro.jp/,普通/急速,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"34.9060657,34.9060657"
562,フェアフィールド･バイ･マリオット･岐阜郡上  /  マリオット･インターナショナル,岐阜県郡上市大和町剣200-1,35.8166441,136.9013505,"5,720円〜（消費税込6,292円〜）",https://www.marriott.com/ja/hotels/ngofj-fairfield-gifu-gujo/overview/,普通,2台,4kW,20A,ポール型コンセント,有料,無料,不要,可能,PLUGO,"Myプラゴ
Honda Charge","【利用案内】スマートフォン用アプリ「Myプラゴ」の登録が必要・宿泊者のみ利用可
【充電料金】Myプラゴ:15分/77円",https://img.travel.rakuten.co.jp/image/imgr_90?no=180633,https://travel.rakuten.co.jp/HOTEL/180633/180633.html,"35.8166441,35.8166441"
563,I.ECOⅢゲストハウス,新潟県新潟市北区葛塚3373,37.913098,139.2133904,"1,756円〜（消費税込1,931円〜）",https://ieco.co.jp/publics/index/98/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,有料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=178647,https://travel.rakuten.co.jp/HOTEL/178647/178647.html,"37.913098,37.913098"
564,ホテル セイリュウ  /  (株)石切ゆめ倶楽部,大阪府東大阪市上石切町1-11-12,34.680375,135.6537288,"5,000円〜（消費税込5,500円〜）",https://www.hotelseiryu.com/,普通/急速,1台,25kW,66A,中速（20 - 39kW）,有料,無料,不要,不可,日東工業,エネゲート エコQ電,"【利用案内】施設利用者のみ利用可 
【充電時間】1回30分まで
【充電料金】エコQ電:5分以内/275円 以降1分/55円",https://img.travel.rakuten.co.jp/image/imgr_90?no=8733,https://travel.rakuten.co.jp/HOTEL/8733/8733.html,"34.680375,34.680375"
565,こんだ薬師温泉 ぬくもりの郷  /  丹波篠山市,兵庫県丹波篠山市今田町今田新田21-10,34.9991105,135.1049616,,https://yume-konda.com/,普通/急速,1台,20kW,40A,中速（20 - 39kW）,有料,無料,不要,不可,ニチコン,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 急速充電器用
BMW Charging 急速・普通併用

EV 充電認証カード料金表","【充電時間】1回30分まで
【充電料金】エコQ電:1分/50円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"34.9991105,34.9991105"
566,芦屋ベイコート倶楽部 ホテル&スパリゾート  /  リゾートトラスト(株),兵庫県芦屋市海洋町14-1,34.7104996,135.3214486,,https://www.rtg.jp/hotels/bcc/ashiya/?redirect=true,普通/急速,1台,35kW,87A,中速（20 - 39kW）,有料,無料,不要,不可,ニチコン,エネゲート エコQ電,"【利用案内】ホテル会員のみ利用可能
【充電時間】1回30分まで
【充電料金】エコQ電:30分以内/550円 以降3分/55円",,,"34.7104996,34.7104996"
567,湯沢ロイヤルホテル,秋田県湯沢市田町2-2-38,39.1599052,140.4902333,"6,473円〜（消費税込7,120円〜）",https://yuzawa-royal.co.jp/,普通/急速,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=11264,https://travel.rakuten.co.jp/HOTEL/11264/11264.html,"39.1599052,39.1599052"
568,ホテルかずさや,東京都中央区日本橋本町4-7-15,35.6897298,139.7744873,"7,873円〜（消費税込8,660円〜）",https://www.h-kazusaya.co.jp/,普通/急速,1台,50kW,125A,高速（40 - 89kW）,有料,不明,不要,不可,新電元,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応
【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)",https://img.travel.rakuten.co.jp/image/imgr_90?no=180271,https://travel.rakuten.co.jp/HOTEL/180271/180271.html,"35.6897297999999,35.6897297999999"
569,UMInoTERRACE Hanare,千葉県南房総市千倉町白間津1364-1,34.9199201,139.9341269,"9,710円〜（消費税込10,680円〜）",https://piyo-terrace.com/hanare/,普通/急速,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=191529,https://travel.rakuten.co.jp/HOTEL/191529/191529.html,"34.9199201,34.9199201"
570,芦ノ湖畔 蛸川温泉 龍宮殿  /  (株)西武･プリンスホテルズワールドワイド,神奈川県足柄下郡箱根町元箱根139,35.2121502,139.0093046,"30,917円〜（消費税込34,008円〜）",https://www.princehotels.co.jp/ryuguden/,普通/急速,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=54621,https://travel.rakuten.co.jp/HOTEL/54621/54621.html,"35.2121502,35.2121502"
571,ザ･プリンス 箱根芦ノ湖  /  (株)西武･プリンスホテルズワールドワイド,神奈川県足柄下郡箱根町元箱根144,35.2134288,139.0073096,-,https://www.princehotels.co.jp/the_prince_hakone/,普通/急速,6台,6kW,30A,ポール型ケーブル付き,有料,条件付無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=29108,https://travel.rakuten.co.jp/HOTEL/29108/29108.html,"35.2134288,35.2134288"
572,ホテル ルートイン西那須野  /  ルートインジャパン(株),栃木県那須塩原市睦105-18,36.8968755,139.9846003,"5,637円〜（消費税込6,200円〜）",https://www.route-inn.co.jp/hotel_list/tochigi/index_hotel_id_218/,普通/急速,1台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】宿泊者優先・ご宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
【充電料金】10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=40203,https://travel.rakuten.co.jp/HOTEL/40203/40203.html,"36.8968755,36.8968755"
573,ムーンオーシャン宜野湾ホテル,沖縄県宜野湾市宇地泊3-7-12,26.2737189,127.7280058,,https://www.moonoceanginowan.jp/,普通/急速,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】宿泊利用の場合のみ16時~翌10時利用可
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"26.2737189,26.2737189"
574,ホテル ルートイン西那須野 (まぐろダイニング 美蔵)  /  ルートインジャパン(株),栃木県那須塩原市睦105-161,36.8966622,139.9843652,,https://www.route-inn.co.jp/hotel_list/tochigi/index_hotel_id_218/,普通/急速,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】宿泊利用の場合のみ19時~翌9時利用可
【充電料金】10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.8966622,36.8966622"
575,Hotel Ocean BUS Shirahama,千葉県南房総市白浜町白浜4686-42,34.9054477,139.9063108,"36,182円〜（消費税込39,800円〜）",https://piyoresort.com/ocean-bus/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=191528,https://travel.rakuten.co.jp/HOTEL/191528/191528.html,"34.9054477,34.9054477"
576,グランドメルキュール奈良橿原 (本館地下P)  /  デスティネーション･リゾーツ＆ホテルズ･マネジメント(株),奈良県橿原市久米町652-2,34.4849041,135.7950008,"4,150円〜（消費税込4,565円〜）",https://grand-mercure-nara-kashihara.jp/,普通/急速,2台,3.2kW,16A,ポール型ケーブル付き,有料,条件付無料,不要,不可,内外電機,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用

EV 充電認証カード料金表",【充電料金】エコQ電:15分以内/132円 以降1分/8.8円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。,https://img.travel.rakuten.co.jp/image/imgr_90?no=9221,https://travel.rakuten.co.jp/HOTEL/9221/9221.html,"34.4849041,34.4849041"
577,滝原温泉ほたるの湯,和歌山県有田郡広川町大字下津木1539,33.9723412,135.2279522,,http://www.hotaruno-yu.com/,普通/テスラ/急速,1台,25kW,62A,中速（20 - 39kW）,有料,無料,不要,不可,ニチコン,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 急速充電器用
BMW Charging 急速・普通併用

EV 充電認証カード料金表","【充電時間】1回30分まで
【充電料金】エコQ電:15分/275円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"33.9723412,33.9723412"
578,山荘 天の里  /  紀伊高原(株),和歌山県伊都郡かつらぎ町大字下天野1620,34.2607611,135.507494,,https://amanosato.com/,普通/テスラ/急速,1台,30kW,75A,中速（20 - 39kW）,有料,無料,不要,不可,東光高岳,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 急速充電器用
BMW Charging 急速・普通併用

EV 充電認証カード料金表","【充電時間】1回30分まで
【充電料金】エコQ電:5分以内/275円 以降1分/55円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"34.2607611,34.2607611"
579,Hotel & RentaCar660  /  温井(株),和歌山県東牟婁郡那智勝浦町朝日3-7-1,33.6289912,135.9411991,"3,410円〜（消費税込3,750円〜）",https://hotel660.com/,普通/テスラ/急速,1台,30kW,75A,中速（20 - 39kW）,有料,無料,不要,不可,東光高岳,エネゲート エコQ電,"【充電時間】1回30分まで
【充電料金】エコQ電:1回/1,000円",https://img.travel.rakuten.co.jp/image/imgr_90?no=145078,https://travel.rakuten.co.jp/HOTEL/145078/145078.html,"33.6289912,33.6289912"
580,ホテルエピナール那須 (Terra)  /  (株)ナクアホテル＆リゾーツマネジメント,栃木県那須郡那須町大字高久丙1,37.04967,140.0238073,"7,455円〜（消費税込8,200円〜）",https://www.epinard.jp/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応
【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=7335,https://travel.rakuten.co.jp/HOTEL/7335/7335.html,"37.04967,37.04967"
581,メルキュール長野松代リゾート＆スパ  /  デスティネーション･リゾーツ＆ホテルズ･マネジメント(株),長野県長野市松代町西寺尾1372-1,36.5715518,138.2005772,"5,023円〜（消費税込5,525円〜）",https://mercure-naganomatsushiro-resortandspa.jp/,普通/テスラ/急速,1台,3.6kW,18A,ポール型ケーブル付き,有料,無料,不要,不可,新電元,"日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
smart oasis

EV 充電認証カード料金表",【充電料金】smart oasis:1回/550円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。,https://img.travel.rakuten.co.jp/image/imgr_90?no=9224,https://travel.rakuten.co.jp/HOTEL/9224/9224.html,"36.5715518,36.5715518"
582,メルキュール佐賀唐津リゾート  /  デスティネーション･リゾーツ＆ホテルズ･マネジメント(株),佐賀県唐津市東唐津4-9-20,33.4480435,129.987628,"4,443円〜（消費税込4,887円〜）",https://mercure-sagakaratsu-resort.jp/,普通/テスラ/急速,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,不要,不可,内外電機,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用

EV 充電認証カード料金表",【充電料金】エコQ電:15分以内/132円 以降1分/8.8円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。,https://img.travel.rakuten.co.jp/image/imgr_90?no=7085,https://travel.rakuten.co.jp/HOTEL/7085/7085.html,"33.4480435,33.4480435"
583,サンクチュアリコート高山  /  リゾートトラスト(株),岐阜県高山市上岡本町1-124-1,36.1366844,137.2406338,,https://www.rtg.jp/hotels/sac/takayama/,普通/急速,16台,3kW,15A,ポール型ケーブル付き,有料,無料,必要,不可,Panasonic,,,,,"36.1366844,36.1366844"
584,グランドエクシブ那須白河  /  リゾートトラスト(株),福島県西白河郡西郷村大字熊倉字雀子山3,37.1477999,140.1648035,"7,273円〜（消費税込8,000円〜）",https://www.rtg.jp/hotels/xiv/nasu/,普通/急速,3台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,"日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用

EV 充電認証カード料金表",【利用案内】施設利用者のみ利用可・フロントへ申込み下さい            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。,https://img.travel.rakuten.co.jp/image/imgr_90?no=75321,https://travel.rakuten.co.jp/HOTEL/75321/75321.html,"37.1477999,37.1477999"
585,エクシブ山中湖  /  リゾートトラスト(株),山梨県南都留郡山中湖村平野562-12,35.4202537,138.9171788,,https://www.rtg.jp/hotels/xiv/yama/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントへ申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"35.4202537,35.4202537"
586,グランドエクシブ鳥羽  /  リゾートトラスト(株),三重県鳥羽市安楽島町字ニエ212-1,34.4718497,136.855177,,https://www.rtg.jp/hotels/xiv/toba/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"34.4718497,34.4718497"
587,エクシブ箱根離宮  /  リゾートトラスト(株),神奈川県足柄下郡箱根町宮ノ下112-2,35.2446297,139.0603899,,https://www.rtg.jp/hotels/xiv/hakone/,普通/テスラ,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントへ申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"35.2446297,35.2446297"
588,グランドエクシブ軽井沢  /  リゾートトラスト(株),長野県北佐久郡軽井沢町追分字東かじか沢23-1,36.3362602,138.5365904,,https://www.rtg.jp/hotels/xiv/karu/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントへ申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"36.3362602,36.3362602"
589,エクシブ京都八瀬離宮  /  リゾートトラスト(株),京都府京都市左京区八瀬野瀬町74-1,35.0651843,135.8072711,,https://www.rtg.jp/hotels/xiv/kyoto/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,不可,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントへ申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"35.0651843,35.0651843"
590,グランドエクシブ鳴門  /  リゾートトラスト(株),徳島県鳴門市北灘町折野字上三津167-3,34.202855,134.4701551,,https://www.rtg.jp/hotels/xiv/naru/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,不可,Panasonic,,"【利用案内】施設利用者のみ利用可・先着順・フロントへ申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"34.202855,34.202855"
591,エクシブ伊豆  /  リゾートトラスト(株),静岡県伊東市富戸1317-5243,34.901699,139.1145229,,https://www.rtg.jp/hotels/xiv/izu/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,条件付無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"34.901699,34.901699"
592,エクシブ湯河原離宮 (地下P)  /  リゾートトラスト(株),神奈川県足柄下郡湯河原町宮上631-1,35.1491322,139.0694772,,https://www.rtg.jp/hotels/xiv/yugawara/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい・充電終了後はお車の移動をお願いします
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"35.1491322,35.1491322"
593,エクシブ蓼科  /  リゾートトラスト(株),長野県茅野市北山蓼科4035,36.0588177,138.2725409,,https://www.rtg.jp/hotels/xiv/tate/,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい・充電終了後はお車の移動をお願いします
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"36.0588177,36.0588177"
594,エクシブ白浜アネックス  /  リゾートトラスト(株),和歌山県西牟婁郡白浜町才野字西山1670-67,33.6580791,135.3721856,,https://www.rtg.jp/hotels/xiv/shira/,普通,1台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい・充電終了後はお車の移動をお願いします
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"33.6580791,33.6580791"
